id,ra_deg,dec_deg,magnitude,names
star/j033224+092212,53.1,9.37,5.76,
star/j123448-444012,188.7,-44.67,5.76,
star/j184348-643300,280.94998,-64.55,5.76,
star/j225924+114348,344.85,11.73,5.76,
star/j124912+273300,192.29999,27.55,5.76,
star/j172324-563148,260.84998,-56.53,5.76,
star/j223148-855812,337.95,-85.97,5.76,
star/j173748+241836,264.44998,24.31,5.76,
star/j042024+060748,65.100006,6.13,5.76,
star/j195248-545812,298.19998,-54.97,5.76,
star/j210036-511612,315.15,-51.27,5.76,
star/j132436-050936,201.15,-5.16,5.76,
star/j183112+165548,277.80002,16.93,5.76,
star/j201836+552400,304.65,55.4,5.76,
star/j163112+221200,247.8,22.2,5.76,
star/j090900-122136,137.25,-12.36,5.76,
star/j171836-440748,259.65,-44.13,5.76,
star/j044836-161948,72.15,-16.33,5.76,
star/j212436-410036,321.15,-41.01,5.76,
star/j150936-670448,227.4,-67.08,5.76,
star/j025548+181948,43.95,18.33,5.76,
star/j083448+362512,128.7,36.42,5.76,
star/j235248-090000,358.19998,-9.0,5.76,
star/j183748-001836,279.44998,-0.31,5.76,
star/j063824+285848,99.6,28.98,5.76,
star/j103148-450412,157.95,-45.07,5.76,
star/j195400-083412,298.5,-8.57,5.76,
star/j155548-602848,238.95001,-60.48,5.76,
star/j193300-531124,293.25,-53.19,5.76,
star/j132100-465248,200.25,-46.88,5.76,
star/j153824+464800,234.6,46.8,5.76,
star/j034612+243300,56.55,24.55,5.76,
star/j162024-550824,245.1,-55.14,5.76,
star/j182136-185136,275.40002,-18.86,5.76,
star/j043224-031236,68.1,-3.21,5.76,
star/j062848-172812,97.2,-17.47,5.76,
star/j075248-052548,118.200005,-5.43,5.76,
star/j222436-133148,336.15,-13.53,5.76,
star/j073936-381536,114.899994,-38.26,5.76,
star/j024312+550636,40.8,55.11,5.76,
star/j144912+460712,222.29999,46.12,5.76,
star/j144800-263900,222.0,-26.65,5.76,
star/j061948-342400,94.95,-34.4,5.76,
star/j221236+631724,333.15,63.29,5.76,
star/j061200+194724,93.0,19.79,5.76,
star/j175624-280412,269.1,-28.07,5.76,
star/j172436-604012,261.15,-60.67,5.76,
star/j135848+214200,209.7,21.7,5.76,
star/j053524-330448,83.850006,-33.08,5.76,
star/j035324+483900,58.350002,48.65,5.76,
star/j042436+335736,66.149994,33.96,5.77,
star/j131536+405136,198.90001,40.86,5.77,
star/j093448+721236,143.7,72.21,5.77,
star/j111312-442212,168.3,-44.37,5.77,
star/j210636+311048,316.65002,31.18,5.77,
star/j231500-410636,348.75,-41.11,5.77,
star/j001500-093412,3.75,-9.57,5.77,
star/j234912+010448,357.3,1.08,5.77,
star/j135136-465400,207.9,-46.9,5.77,
star/j213900+201612,324.75,20.27,5.77,
star/j213300+495848,323.25,49.98,5.77,
star/j121312-385548,183.3,-38.93,5.77,
star/j092512-615700,141.3,-61.95,5.77,
star/j010824+581536,17.1,58.26,5.77,
star/j053000+014724,82.5,1.79,5.77,
star/j052812+171424,82.049995,17.24,5.77,
star/j232100+381048,350.25,38.18,5.77,
star/j065024-170448,102.600006,-17.08,5.77,
star/j075848-604912,119.7,-60.82,5.77,
star/j104312+044500,160.8,4.75,5.77,
star/j153600+543748,234.0,54.63,5.77,
star/j150712-490524,226.8,-49.09,5.77,
star/j235136+091836,357.90002,9.31,5.77,
star/j071312-111500,108.299995,-11.25,5.77,
star/j113412+030336,173.54999,3.06,5.77,
star/j044836-054012,72.15,-5.67,5.77,
star/j002512+015624,6.2999997,1.94,5.77,
star/j102212+411348,155.55,41.23,5.77,
star/j081200-463824,123.0,-46.64,5.77,
star/j164048+041312,250.20001,4.22,5.77,
star/j183112-104800,277.80002,-10.8,5.77,
star/j074012+382024,115.05,38.34,5.77,
star/j101236+043636,153.15,4.61,5.77,
star/j172400+085100,261.0,8.85,5.77,
star/j072436+273824,111.149994,27.64,5.77,
star/j081424-352924,123.6,-35.49,5.77,
star/j140000-250036,210.0,-25.01,5.77,
star/j112924-242736,172.34999,-24.46,5.77,
star/j175324+060600,268.34998,6.1,5.77,
star/j062400-601648,96.0,-60.28,5.78,
star/j024012-092700,40.050003,-9.45,5.78,
star/j175136-600936,267.90002,-60.16,5.78,
star/j073448-270036,113.7,-27.01,5.78,
star/j183824-233000,279.59998,-23.5,5.78,
star/j072848-312736,112.2,-31.46,5.78,
star/j052136+082548,80.4,8.43,5.78,
star/j070524+091124,106.350006,9.19,5.78,
star/j043148+535436,67.950005,53.91,5.78,
star/j080112+590300,120.3,59.05,5.78,
star/j144612+150748,221.55,15.13,5.78,
star/j155548-601048,238.95001,-60.18,5.78,
star/j203412+464124,308.55,46.69,5.78,
star/j001312-845924,3.3,-84.99,5.78,
star/j215136+194948,327.90002,19.83,5.78,
star/j131124-421348,197.84999,-42.23,5.78,
star/j052548-194200,81.45,-19.7,5.78,
star/j015248-165548,28.2,-16.93,5.78,
star/j032436+333224,51.15,33.54,5.78,
star/j165512-410900,253.8,-41.15,5.78,
star/j123000-563112,187.5,-56.52,5.78,
star/j074912-601648,117.3,-60.28,5.78,
star/j085400-602100,133.5,-60.35,5.78,
star/j035136+342136,57.899998,34.36,5.78,
star/j073900-363000,114.75,-36.5,5.78,
star/j071536+075848,108.9,7.98,5.78,
star/j003636+601948,9.150001,60.33,5.78,
star/j043824+160148,69.6,16.03,5.78,
star/j054648+093112,86.700005,9.52,5.78,
star/j161312-553224,243.29999,-55.54,5.78,
star/j120524+765436,181.35,76.91,5.78,
star/j042100-813448,65.25,-81.58,5.78,
star/j061236+324124,93.15,32.69,5.78,
star/j031200+271536,48.0,27.26,5.78,
star/j000412-163148,1.05,-16.53,5.78,
star/j044348-083000,70.95,-8.5,5.78,
star/j235436+000636,358.65,0.11,5.78,
star/j024424+151836,41.1,15.31,5.78,
star/j063524+005324,98.850006,0.89,5.78,
star/j074948-661200,117.45,-66.2,5.78,
star/j212700-211200,321.75,-21.2,5.78,
star/j145436-115400,223.65,-11.9,5.78,
star/j091124-463448,137.84999,-46.58,5.78,
star/j101312-514536,153.3,-51.76,5.78,
star/j061124+484236,92.85,48.71,5.78,
star/j070224+152024,105.6,15.34,5.78,
star/j023712-343448,39.3,-34.58,5.78,
star/j155024-531236,237.6,-53.21,5.78,
star/j173036+865812,262.65,86.97,5.78,
star/j221048+113712,332.7,11.62,5.78,
star/j155736-361124,239.4,-36.19,5.78,
star/j174124-465512,265.35,-46.92,5.78,
star/j205436-175512,313.65,-17.92,5.78,
star/j123600-395212,189.0,-39.87,5.78,
star/j014312+603300,25.800001,60.55,5.78,
star/j065100-003224,102.75,-0.54,5.78,
star/j190636+241500,286.65002,24.25,5.78,
star/j222512-702548,336.3,-70.43,5.78,
star/j130900+100112,197.25,10.02,5.79,
star/j002100+325436,5.25,32.91,5.79,
star/j054948+095212,87.45,9.87,5.79,
star/j085248-384312,133.2,-38.72,5.79,
star/j230412-412848,346.05,-41.48,5.79,
star/j072512-134500,111.3,-13.75,5.79,
star/j013148-301648,22.949999,-30.28,5.79,
star/j111348+080336,168.45,8.06,5.79,
star/j153748-230824,234.45,-23.14,5.79,
star/j220148+525248,330.45,52.88,5.79,
star/j225324+444500,343.34998,44.75,5.79,
star/j195436+370000,298.65,37.0,5.79,
star/j074200+132848,115.5,13.48,5.79,
star/j095100-592548,147.75,-59.43,5.79,
star/j122400-385436,186.0,-38.91,5.79,
star/j180748+260600,271.94998,26.1,5.79,
star/j061912-205548,94.8,-20.93,5.79,
star/j045736+235700,74.4,23.95,5.79,
star/j165924-691612,254.84999,-69.27,5.79,
star/j014836+324124,27.15,32.69,5.79,
star/j160336+363748,240.9,36.63,5.79,
star/j162812-371048,247.04999,-37.18,5.79,
star/j083600-505812,129.0,-50.97,5.79,
star/j204048-160712,310.2,-16.12,5.79,
star/j084612-793000,131.55,-79.5,5.79,
star/j222924+264536,337.35,26.76,5.79,
star/j060600-294536,91.5,-29.76,5.79,
star/j174200+720936,265.5,72.16,5.79,
star/j072512-251312,111.3,-25.22,5.79,
star/j222400-045024,336.0,-4.84,5.79,
star/j104348+571200,160.95,57.2,5.79,
star/j220748+214200,331.94998,21.7,5.79,
star/j034612+671200,56.55,67.2,5.79,
star/j072736-113336,111.9,-11.56,5.79,
star/j183524+181200,278.85,18.2,5.79,
star/j031536+570824,48.9,57.14,5.79,
star/j064048+003000,100.2,0.5,5.79,
star/j053448-734424,83.7,-73.74,5.79,
star/j213524-035848,323.85,-3.98,5.79,
star/j092136+564200,140.4,56.7,5.79,
star/j192848+015700,292.19998,1.95,5.79,
star/j045812+250300,74.549995,25.05,5.79,
star/j021536+254648,33.9,25.78,5.79,
star/j191312-255436,288.3,-25.91,5.79,
star/j091948-154948,139.95,-15.83,5.79,
star/j134012-643448,205.05,-64.58,5.79,
star/j110936-322212,167.4,-32.37,5.79,
star/j103000+385548,157.5,38.93,5.79,
star/j033336+395400,53.399998,39.9,5.79,
star/j045548+150224,73.95,15.04,5.79,
star/j043336-624912,68.4,-62.82,5.79,
star/j125924-034836,194.84999,-3.81,5.79,
star/j161648+290900,244.20001,29.15,5.8,
star/j072248+551648,110.700005,55.28,5.8,
star/j023748+654500,39.45,65.75,5.8,
star/j221648-090224,334.2,-9.04,5.8,
star/j200412+170412,301.05,17.07,5.8,
star/j184912-454836,282.3,-45.81,5.8,
star/j223712+752212,339.30002,75.37,5.8,
star/j072512+515324,111.3,51.89,5.8,
star/j000524+611836,1.35,61.31,5.8,
star/j220900-183112,332.25,-18.52,5.8,
star/j065512-202400,103.8,-20.4,5.8,
star/j060524-353036,91.350006,-35.51,5.8,
star/j083412-020900,128.54999,-2.15,5.8,
star/j071424-035400,108.6,-3.9,5.8,
star/j094048-571536,145.20001,-57.26,5.8,
star/j025812+204012,44.55,20.67,5.8,
star/j024800+812700,42.0,81.45,5.8,
star/j074424-360336,116.1,-36.06,5.8,
star/j154200+182736,235.5,18.46,5.8,
star/j005436+191124,13.650001,19.19,5.8,
star/j144948+283712,222.45,28.62,5.8,
star/j105024-085400,162.6,-8.9,5.8,
star/j090036-605736,135.15001,-60.96,5.8,
star/j004536-473300,11.4,-47.55,5.8,
star/j050824-084012,77.1,-8.67,5.8,
star/j101836-560636,154.65001,-56.11,5.8,
star/j112700-530936,171.75,-53.16,5.8,
star/j173448+093524,263.7,9.59,5.8,
star/j052924-032700,82.35,-3.45,5.8,
star/j112512+112548,171.3,11.43,5.8,
star/j075700+154724,119.25,15.79,5.8,
star/j041124-202136,62.850002,-20.36,5.8,
star/j144612-230900,221.55,-23.15,5.8,
star/j200036-450636,300.15,-45.11,5.8,
star/j011124+374312,17.85,37.72,5.8,
star/j070712-405324,106.799995,-40.89,5.8,
star/j035400+575848,58.5,57.98,5.8,
star/j100936-684048,152.4,-68.68,5.8,
star/j013936-561124,24.9,-56.19,5.8,
star/j092736-060412,141.9,-6.07,5.8,
star/j225324-113712,343.34998,-11.62,5.8,
star/j094612+064236,146.55,6.71,5.8,
star/j113600+274648,174.0,27.78,5.8,
star/j121724+531124,184.35,53.19,5.8,
star/j082024+204500,125.100006,20.75,5.8,
star/j000224+270448,0.59999996,27.08,5.81,
star/j034836-205400,57.149998,-20.9,5.81,
star/j192212-001500,290.55002,-0.25,5.81,
star/j055848-440148,89.7,-44.03,5.81,
star/j201312+603824,303.3,60.64,5.81,
star/j033036-662924,52.65,-66.49,5.81,
star/j110000-434836,165.0,-43.81,5.81,
star/j132212-521048,200.55,-52.18,5.81,
star/j051800+731612,79.5,73.27,5.81,
star/j064536-522436,101.4,-52.41,5.81,
star/j071648-381912,109.200005,-38.32,5.81,
star/j053900-404236,84.75,-40.71,5.81,
star/j023636+074348,39.149998,7.73,5.81,
star/j134536-260712,206.40001,-26.12,5.81,
star/j011012+252736,17.55,25.46,5.81,
star/j042248-245324,65.700005,-24.89,5.81,
star/j022248+412400,35.7,41.4,5.81,
star/j233748+442548,354.44998,44.43,5.81,
star/j182548+294948,276.45,29.83,5.81,
star/j200600+531012,301.5,53.17,5.81,
star/j212100+072100,320.25,7.35,5.81,
star/j230712-504124,346.80002,-50.69,5.81,
star/j133900-293336,204.75,-29.56,5.81,
star/j181724-172212,274.35,-17.37,5.81,
star/j155212+554948,238.05,55.83,5.81,
star/j231948+420448,349.95,42.08,5.81,
star/j131836+340600,199.65001,34.1,5.81,
star/j233336-772324,353.4,-77.39,5.81,
star/j030300-465848,45.75,-46.98,5.81,
star/j021948-555624,34.949997,-55.94,5.81,
star/j063224+322700,98.1,32.45,5.82,
star/j082924-440936,127.35,-44.16,5.82,
star/j062700-580000,96.75,-58.0,5.82,
star/j223636-313936,339.15002,-31.66,5.82,
star/j153412-400412,233.54999,-40.07,5.82,
star/j185100-094612,282.75,-9.77,5.82,
star/j224800+372512,342.0,37.42,5.82,
star/j121500-205024,183.75,-20.84,5.82,
star/j013112+701536,22.8,70.26,5.82,
star/j202024+174724,305.1,17.79,5.82,
star/j025812-233636,44.55,-23.61,5.82,
star/j122512+564648,186.3,56.78,5.82,
star/j192848+244612,292.19998,24.77,5.82,
star/j034948+631800,57.449997,63.3,5.82,
star/j045136-345436,72.9,-34.91,5.82,
star/j225400+402248,343.5,40.38,5.82,
star/j033636+003524,54.149998,0.59,5.82,
star/j184012-074724,280.05,-7.79,5.82,
star/j190336+014912,285.9,1.82,5.82,
star/j131724-435848,199.35,-43.98,5.82,
star/j160036+042548,240.15001,4.43,5.82,
star/j101724+230636,154.35,23.11,5.82,
star/j063112-351536,97.8,-35.26,5.82,
star/j172436-212624,261.15,-21.44,5.82,
star/j184536+053000,281.4,5.5,5.82,
star/j153036-163636,232.65001,-16.61,5.82,
star/j033036+480600,52.65,48.1,5.82,
star/j175624+004012,269.1,0.67,5.82,
star/n268_g_cet,39.0,6.88,5.82,268 G. Cet
star/j112324-564648,170.85,-56.78,5.82,
star/j132624+722324,201.59999,72.39,5.82,
star/j150824+250636,227.1,25.11,5.82,
star/j153824-210112,234.6,-21.02,5.82,
star/j060712-341836,91.799995,-34.31,5.82,
star/j184500-250036,281.25,-25.01,5.82,
star/j074912-465136,117.3,-46.86,5.82,
star/j135624-463524,209.09999,-46.59,5.82,
star/j222700+784724,336.75,78.79,5.83,
star/j053712+265512,84.299995,26.92,5.83,
star/j210224+564012,315.6,56.67,5.83,
star/j091724-143412,139.35,-14.57,5.83,
star/j231012-425136,347.55,-42.86,5.83,
star/j010412+613448,16.050001,61.58,5.83,
star/j172700+481536,261.75,48.26,5.83,
star/j024836+181648,42.149998,18.28,5.83,
star/j201800+404348,304.5,40.73,5.83,
star/j080300-322736,120.75,-32.46,5.83,
star/j015024+221648,27.6,22.28,5.83,
star/j194724+382436,296.85,38.41,5.83,
star/j061348-034424,93.45,-3.74,5.83,
star/j061124+242512,92.85,24.42,5.83,
star/j211800-043112,319.5,-4.52,5.83,
star/j220336+112324,330.9,11.39,5.83,
star/j143824+540112,219.6,54.02,5.83,
star/j061424-043412,93.6,-4.57,5.83,
star/j095624-332512,149.09999,-33.42,5.83,
star/j072212-055848,110.549995,-5.98,5.83,
star/j112848+614648,172.2,61.78,5.83,
star/j211200-401612,318.0,-40.27,5.83,
star/j180748+260600-2,271.94998,26.1,5.83,
star/j163824-432400,249.59999,-43.4,5.83,
star/j085848-160748,134.7,-16.13,5.83,
star/j073412+032212,113.55,3.37,5.83,
star/j081124-482736,122.84999,-48.46,5.83,
star/j135400-470748,208.5,-47.13,5.83,
star/j091836-513336,139.65001,-51.56,5.83,
star/j173112-805136,262.80002,-80.86,5.83,
star/j163600+463636,249.0,46.61,5.83,
star/j115548+563600,178.95001,56.6,5.83,
star/j162400+065700,246.0,6.95,5.83,
star/j004200+660900,10.5,66.15,5.83,
star/j150224-280336,225.6,-28.06,5.83,
star/j142700-460748,216.75,-46.13,5.83,
star/j205624+504348,314.1,50.73,5.83,
star/j153824+502512,234.6,50.42,5.84,
star/j041012+863748,62.550003,86.63,5.84,
star/j031724-474500,49.35,-47.75,5.84,
star/j071424+245324,108.6,24.89,5.84,
star/j180600-081912,271.5,-8.32,5.84,
star/j183900-475436,279.75,-47.91,5.84,
star/j164200-330900,250.50002,-33.15,5.84,
star/j143112-674312,217.8,-67.72,5.84,
star/j045848-822812,74.7,-82.47,5.84,
star/j224612+443300,341.55002,44.55,5.84,
star/j001012-051500,2.55,-5.25,5.84,
star/j015736+274800,29.400002,27.8,5.84,
star/j001048-123448,2.7,-12.58,5.84,
star/j023824-301124,39.600002,-30.19,5.84,
star/j101648+252212,154.2,25.37,5.84,
star/j192812+025548,292.05,2.93,5.84,
star/j141724+151536,214.35,15.26,5.84,
star/j185436+485136,283.65,48.86,5.84,
star/j023300+343224,38.25,34.54,5.84,
star/j103900+375436,159.75,37.91,5.84,
star/j175212-342512,268.05002,-34.42,5.84,
star/j073300-244236,113.25,-24.71,5.84,
star/j030148-095736,45.45,-9.96,5.84,
star/j050748+214200,76.950005,21.7,5.84,
star/j215548+651912,328.95,65.32,5.84,
star/j131424-782700,198.59999,-78.45,5.84,
star/j165436-422848,253.65,-42.48,5.84,
star/j071124-205248,107.85,-20.88,5.84,
star/j212848+221048,322.19998,22.18,5.84,
star/j124124-460900,190.34999,-46.15,5.84,
star/j192624+195324,291.6,19.89,5.84,
star/j012324-305700,20.85,-30.95,5.84,
star/j155736-205848,239.4,-20.98,5.84,
star/j020900-433112,32.25,-43.52,5.84,
star/j131500-485736,198.75,-48.96,5.84,
star/j151348-261124,228.45,-26.19,5.84,
star/j044912+323524,72.3,32.59,5.84,
star/j125624+540600,194.09999,54.1,5.84,
star/j113636-610300,174.15,-61.05,5.84,
star/j192136-181836,290.40002,-18.31,5.84,
star/j223900+193112,339.75,19.52,5.84,
star/j173300-411012,263.25,-41.17,5.84,
star/j121312+101536,183.3,10.26,5.85,
star/j154724+552248,236.85,55.38,5.85,
star/j043824+204048,69.6,20.68,5.85,
star/j091500-373600,138.75,-37.6,5.85,
star/j065624+461612,104.1,46.27,5.85,
star/j124836+601912,192.15001,60.32,5.85,
star/j235248-141500,358.19998,-14.25,5.85,
star/j024312+533148,40.8,53.53,5.85,
star/j091424-440900,138.59999,-44.15,5.85,
star/j223712-403524,339.30002,-40.59,5.85,
star/j104912-591912,162.29999,-59.32,5.85,
star/j095624+085548,149.09999,8.93,5.85,
star/j231312+110412,348.3,11.07,5.85,
star/j145436-331800,223.65,-33.3,5.85,
star/j090300+071800,135.75,7.3,5.85,
star/j104948-095100,162.45,-9.85,5.85,
star/j115136-304948,177.9,-30.83,5.85,
star/j145024+235436,222.6,23.91,5.85,
star/j042100-073524,65.25,-7.59,5.85,
star/j230036+030036,345.15,3.01,5.85,
star/j192400+432324,291.0,43.39,5.85,
star/j134124+644912,205.34999,64.82,5.85,
star/j035848-052812,59.7,-5.47,5.85,
star/j003936+211500,9.900001,21.25,5.85,
star/j071236+240748,108.15,24.13,5.85,
star/j201236-123712,303.15,-12.62,5.85,
star/j153748+543036,234.45,54.51,5.85,
star/j150824-425212,227.1,-42.87,5.85,
star/j143336-524048,218.40001,-52.68,5.86,
star/j021312-210000,33.3,-21.0,5.86,
star/j201800-214836,304.5,-21.81,5.86,
star/j154348+023112,235.95,2.52,5.86,
star/j071800-435924,109.5,-43.99,5.86,
star/j033824-072324,54.600002,-7.39,5.86,
star/j164724+421424,251.85,42.24,5.86,
star/j191012-415324,287.55,-41.89,5.86,
star/j025136+465024,42.899998,46.84,5.86,
star/j095812+725248,149.55,72.88,5.86,
star/j084948-292736,132.45,-29.46,5.86,
star/j063036+580936,97.65,58.16,5.86,
star/j110000-140448,165.0,-14.08,5.86,
star/j181236-734012,273.15,-73.67,5.86,
star/j165324-202512,253.34999,-20.42,5.86,
star/j072924-073300,112.35,-7.55,5.86,
star/j050300-041236,75.75,-4.21,5.86,
star/j053148-455548,82.950005,-45.93,5.86,
star/j175924-044912,269.85,-4.82,5.86,
star/j123524+215248,188.85,21.88,5.86,
star/j052700-405624,81.75,-40.94,5.86,
star/j004800+724012,12.0,72.67,5.86,
star/j101124+372400,152.84999,37.4,5.86,
star/j044312+495812,70.799995,49.97,5.86,
star/j001724+475700,4.35,47.95,5.86,
star/j204912-254648,312.3,-25.78,5.86,
star/j061424+175436,93.6,17.91,5.86,
star/j202512-283936,306.3,-28.66,5.86,
star/j233448+713824,353.7,71.64,5.86,
star/j091724-744348,139.35,-74.73,5.86,
star/j172248-580036,260.69998,-58.01,5.86,
star/j225248+165024,343.19998,16.84,5.86,
star/j093148-354236,142.95,-35.71,5.86,
star/j081424-454948,123.6,-45.83,5.86,
star/j181124-755324,272.85,-75.89,5.86,
star/j014800+165736,27.0,16.96,5.86,
star/j141836-184312,214.65001,-18.72,5.86,
star/j154948-485436,237.45,-48.91,5.86,
star/j093036-153448,142.65001,-15.58,5.86,
star/j075548+085136,118.95,8.86,5.86,
star/j160900-234124,242.25,-23.69,5.86,
star/j234948+362548,357.45,36.43,5.86,
star/j042136-000600,65.4,-0.1,5.86,
star/j143336-550000,218.40001,-55.0,5.86,
star/j194348+414612,295.94998,41.77,5.86,
star/j070224+164012,105.6,16.67,5.86,
star/j123900-302512,189.75,-30.42,5.86,
star/j183900-210300,279.75,-21.05,5.86,
star/j161124-410712,242.85,-41.12,5.86,
star/j181048-412136,272.7,-41.36,5.86,
star/j062624-013036,96.6,-1.51,5.87,
star/j080112+252324,120.3,25.39,5.87,
star/j141912-254912,214.79999,-25.82,5.87,
star/j171312-671200,258.3,-67.2,5.87,
star/j072100-255324,110.25,-25.89,5.87,
star/j064948+161200,102.45,16.2,5.87,
star/j080036-540900,120.15,-54.15,5.87,
star/j104800-314124,162.0,-31.69,5.87,
star/j055548-043712,88.95,-4.62,5.87,
star/j074612-375548,116.55,-37.93,5.87,
star/j173712+722736,264.30002,72.46,5.87,
star/j042736+111236,66.9,11.21,5.87,
star/j063748+565136,99.450005,56.86,5.87,
star/j124648-331912,191.7,-33.32,5.87,
star/j205024-123224,312.6,-12.54,5.87,
star/j201612+453448,304.05002,45.58,5.87,
star/j093036+333936,142.65001,33.66,5.87,
star/j071800+405248,109.5,40.88,5.87,
star/j020300-151836,30.75,-15.31,5.87,
star/j155436-251424,238.65,-25.24,5.87,
star/j054948-225812,87.45,-22.97,5.87,
star/j221348+283636,333.44998,28.61,5.87,
star/j174500-424348,266.25,-42.73,5.87,
star/j073000-523900,112.5,-52.65,5.87,
star/j142700-654912,216.75,-65.82,5.87,
star/j212100-043336,320.25,-4.56,5.87,
star/j182924+235212,277.35,23.87,5.87,
star/j000224+660600,0.59999996,66.1,5.87,
star/j125024+373112,192.6,37.52,5.87,
star/j202400+372848,306.0,37.48,5.87,
star/j135400-532212,208.5,-53.37,5.87,
star/j011948-003036,19.95,-0.51,5.87,
star/j112548-374500,171.45001,-37.75,5.87,
star/j011612+714424,19.05,71.74,5.87,
star/j053748+073224,84.450005,7.54,5.87,
star/j064348+035548,100.95,3.93,5.88,
star/j124724+624648,191.85,62.78,5.88,
star/j190824+522548,287.09998,52.43,5.88,
star/j223412-013412,338.55,-1.57,5.88,
star/j123224-730000,188.1,-73.0,5.88,
star/j223224+394648,338.1,39.78,5.88,
star/j200000-095736,300.0,-9.96,5.88,
star/j183300+233712,278.25,23.62,5.88,
star/j145848-110824,224.7,-11.14,5.88,
star/j041724-631536,64.35,-63.26,5.88,
star/j150112-380336,225.3,-38.06,5.88,
star/j022548-152024,36.45,-15.34,5.88,
star/j043448+285736,68.7,28.96,5.88,
star/j005548-072100,13.95,-7.35,5.88,
star/j151836-002736,229.65001,-0.46,5.88,
star/j081348+562700,123.45,56.45,5.88,
star/j214312-142400,325.8,-14.4,5.88,
star/j085812-483412,134.55,-48.57,5.88,
star/j051200+010224,78.0,1.04,5.88,
star/j123636-054948,189.15,-5.83,5.88,
star/j060524-101424,91.350006,-10.24,5.88,
star/j143524-413112,218.85,-41.52,5.88,
star/j064048+714500,100.2,71.75,5.88,
star/j125512-440900,193.8,-44.15,5.88,
star/j132324-045512,200.85,-4.92,5.88,
star/j224012-303936,340.05,-30.66,5.88,
star/j170000-250524,255.0,-25.09,5.88,
